12.0 18.00000 -3.74000 0.34129E+01 0.243487 0.263086 0.263086 0.00322152
12.0 18.00000 -3.74000 0.34384E+01 0.239628 0.259976 0.259976 0.00313424
12.0 18.00000 -3.74000 0.34634E+01 0.237939 0.259193 0.259193 0.00304923
12.0 18.00000 -3.74000 0.34879E+01 0.231245 0.252853 0.252853 0.00300309
12.0 18.00000 -3.74000 0.35118E+01 0.226535 0.248612 0.248612 0.00295654
12.0 18.00000 -3.74000 0.35352E+01 0.221164 0.243713 0.243713 0.00294089
12.0 18.00000 -3.74000 0.35582E+01 0.21357 0.236231 0.236231 0.00292814
12.0 18.00000 -3.74000 0.35807E+01 0.211279 0.234456 0.234456 0.00291331
12.0 18.00000 -3.74000 0.36027E+01 0.206528 0.23023 0.23023 0.00292152
12.0 18.00000 -3.74000 0.36243E+01 0.198992 0.222591 0.222591 0.00296217
12.0 18.00000 -3.74000 0.36455E+01 0.193251 0.216664 0.216664 0.00301917
12.0 18.00000 -3.74000 0.36663E+01 0.188158 0.21173 0.21173 0.00310085
12.0 18.00000 -3.74000 0.36866E+01 0.182735 0.206388 0.206388 0.0031621
12.0 18.00000 -3.74000 0.37066E+01 0.176733 0.200096 0.200096 0.00324201
12.0 18.00000 -3.74000 0.37262E+01 0.171616 0.195052 0.195052 0.00331302
12.0 18.00000 -3.74000 0.37454E+01 0.165877 0.189027 0.189027 0.00339257
12.0 18.00000 -3.74000 0.37642E+01 0.161697 0.18484 0.18484 0.0034816
12.0 18.00000 -3.74000 0.37827E+01 0.156417 0.179148 0.179148 0.00356822
12.0 18.00000 -3.74000 0.38009E+01 0.152172 0.174729 0.174729 0.00366323
12.0 18.00000 -3.74000 0.38187E+01 0.145555 0.167618 0.167618 0.00375837
12.0 18.00000 -3.74000 0.38363E+01 0.143492 0.165701 0.165701 0.00384746
12.0 18.00000 -3.74000 0.38535E+01 0.140675 0.162956 0.162956 0.00394633
12.0 18.00000 -3.74000 0.38704E+01 0.134809 0.15644 0.15644 0.0040947
