64.0 18.00000 -3.74000 0.34129E+01 1.17124 1.38664 1.38664 0.00604462
64.0 18.00000 -3.74000 0.34384E+01 1.16221 1.38475 1.38475 0.00584151
64.0 18.00000 -3.74000 0.34634E+01 1.12724 1.35198 1.35198 0.00573521
64.0 18.00000 -3.74000 0.34879E+01 1.0829 1.30716 1.30716 0.00563898
64.0 18.00000 -3.74000 0.35118E+01 1.08017 1.31222 1.31222 0.00555677
64.0 18.00000 -3.74000 0.35352E+01 1.0506 1.2843 1.2843 0.00552772
64.0 18.00000 -3.74000 0.35582E+01 1.01305 1.24705 1.24705 0.00551823
64.0 18.00000 -3.74000 0.35807E+01 0.990235 1.22588 1.22588 0.00551948
64.0 18.00000 -3.74000 0.36027E+01 0.965281 1.2012 1.2012 0.00552276
64.0 18.00000 -3.74000 0.36243E+01 0.936109 1.17317 1.17317 0.00559283
64.0 18.00000 -3.74000 0.36455E+01 0.888473 1.11974 1.11974 0.00575169
64.0 18.00000 -3.74000 0.36663E+01 0.871232 1.1031 1.1031 0.00588076
64.0 18.00000 -3.74000 0.36866E+01 0.84044 1.07015 1.07015 0.00601155
64.0 18.00000 -3.74000 0.37066E+01 0.825637 1.05721 1.05721 0.00616073
64.0 18.00000 -3.74000 0.37262E+01 0.789399 1.01547 1.01547 0.00631399
64.0 18.00000 -3.74000 0.37454E+01 0.768428 0.994859 0.994859 0.00646967
64.0 18.00000 -3.74000 0.37642E+01 0.750246 0.975535 0.975535 0.00662873
64.0 18.00000 -3.74000 0.37827E+01 0.720524 0.941406 0.941406 0.00683758
64.0 18.00000 -3.74000 0.38009E+01 0.702007 0.920739 0.920739 0.00699133
64.0 18.00000 -3.74000 0.38187E+01 0.660708 0.86975 0.86975 0.00721616
64.0 18.00000 -3.74000 0.38363E+01 0.659112 0.871525 0.871525 0.00736502
64.0 18.00000 -3.74000 0.38535E+01 0.63448 0.843236 0.843236 0.00757044
64.0 18.00000 -3.74000 0.38704E+01 0.616326 0.822239 0.822239 0.00785185
64.0 18.00000 -3.74000 0.38870E+01 0.579193 0.775585 0.775585 0.00825718
64.0 18.00000 -3.74000 0.39033E+01 0.579515 0.778117 0.778117 0.0084992
64.0 18.00000 -3.74000 0.39193E+01 0.538247 0.725216 0.725216 0.00899056
64.0 18.00000 -3.74000 0.39351E+01 0.53098 0.717843 0.717843 0.00940361
64.0 18.00000 -3.74000 0.39506E+01 0.508067 0.688553 0.688553 0.00989183
64.0 18.00000 -3.74000 0.39658E+01 0.496456 0.674748 0.674748 0.0103131
64.0 18.00000 -3.74000 0.39808E+01 0.474364 0.646328 0.646328 0.0108998
64.0 18.00000 -3.74000 0.39955E+01 0.472276 0.644812 0.644812 0.0114243
