    Xbj          Ratio            XS1            XS2      Ratio_Err        XS_Err1        XS_Err2
0.78553   9.013854e-01   9.128150e-03   2.531700e-03   1.327261e-02   3.988892e-05   3.559899e-05
0.79402   8.858321e-01   8.490630e-03   2.396230e-03   1.352140e-02   3.857658e-05   3.491834e-05
0.80250   9.131941e-01   8.154750e-03   2.232480e-03   1.449146e-02   3.821667e-05   3.384708e-05
0.81096   9.304936e-01   7.780490e-03   2.090420e-03   1.531295e-02   3.756592e-05   3.288774e-05
0.81941   8.889089e-01   7.254350e-03   2.040240e-03   1.500083e-02   3.642395e-05   3.287092e-05
0.82790   9.279900e-01   6.892850e-03   1.856930e-03   1.680138e-02   3.615424e-05   3.217818e-05
0.83637   9.411329e-01   6.629980e-03   1.761170e-03   1.781121e-02   3.656003e-05   3.188440e-05
0.84483   9.402836e-01   6.243220e-03   1.659930e-03   1.883245e-02   3.633186e-05   3.181156e-05
0.85332   9.394223e-01   5.963340e-03   1.586970e-03   1.974791e-02   3.679297e-05   3.189096e-05
0.86179   9.282636e-01   5.664450e-03   1.525550e-03   2.072026e-02   3.701135e-05   3.256103e-05
0.87023   9.151044e-01   5.320600e-03   1.453550e-03   2.148334e-02   3.700648e-05   3.259208e-05
0.87870   9.196480e-01   5.111330e-03   1.389480e-03   2.287090e-02   3.796491e-05   3.297806e-05
0.88715   9.121905e-01   4.800530e-03   1.315660e-03   2.441924e-02   3.818390e-05   3.362945e-05
0.89562   8.942948e-01   4.601290e-03   1.286290e-03   2.536381e-02   3.911419e-05   3.480431e-05
0.90406   9.347034e-01   4.263930e-03   1.140450e-03   2.955478e-02   3.940865e-05   3.448550e-05
0.91254   9.909335e-01   4.088750e-03   1.031540e-03   3.477768e-02   4.088546e-05   3.470224e-05
0.92104   8.705478e-01   3.822680e-03   1.097780e-03   3.108678e-02   4.120658e-05   3.737238e-05
0.87657   9.473140e-01   4.979840e-03   1.314200e-03   7.678019e-03   1.871972e-05   9.436731e-06
0.89236   9.476230e-01   4.652450e-03   1.227400e-03   7.471230e-03   1.719462e-05   8.547957e-06
0.90816   9.138463e-01   4.210090e-03   1.151750e-03   7.060627e-03   1.558436e-05   7.810950e-06
0.92396   9.050073e-01   3.846100e-03   1.062450e-03   7.053790e-03   1.443968e-05   7.256927e-06
0.93974   8.700085e-01   3.476380e-03   9.989500e-04   6.829415e-03   1.339414e-05   6.832039e-06
0.95551   8.241623e-01   3.177360e-03   9.638150e-04   6.496692e-03   1.253119e-05   6.578269e-06
0.97132   7.808248e-01   2.895570e-03   9.270870e-04   6.222544e-03   1.185061e-05   6.339412e-06
0.98715   7.415170e-01   2.615120e-03   8.816790e-04   6.149098e-03   1.134081e-05   6.231963e-06
1.00294   7.356082e-01   2.401040e-03   8.160050e-04   6.469729e-03   1.104925e-05   6.116023e-06
1.01874   7.195256e-01   2.138600e-03   7.430590e-04   6.676549e-03   1.044255e-05   5.863062e-06
1.03447   7.388584e-01   1.957830e-03   6.624510e-04   7.390895e-03   1.018600e-05   5.659769e-06
1.05027   7.987420e-01   1.747050e-03   5.468130e-04   8.847907e-03   9.740607e-06   5.234028e-06
1.06606   8.326508e-01   1.577710e-03   4.737010e-04   1.005921e-02   9.339033e-06   4.988735e-06
1.08190   8.967702e-01   1.412040e-03   3.936460e-04   1.200010e-02   8.978866e-06   4.634827e-06
1.09763   9.648840e-01   1.231960e-03   3.191990e-04   1.479875e-02   8.382330e-06   4.387550e-06
1.11341   1.014460e+00   1.096810e-03   2.702940e-04   1.691082e-02   8.015202e-06   4.049707e-06
1.12922   1.133357e+00   9.694330e-04   2.138410e-04   2.163647e-02   7.603525e-06   3.721903e-06
1.14497   1.178335e+00   8.532280e-04   1.810240e-04   2.438021e-02   7.174436e-06   3.422204e-06
1.16075   1.228978e+00   7.572470e-04   1.540400e-04   2.845734e-02   6.888108e-06   3.280097e-06
1.17654   1.365046e+00   6.543210e-04   1.198350e-04   3.601802e-02   6.437537e-06   2.933932e-06
1.19233   1.489968e+00   5.817570e-04   9.761230e-05   4.546549e-02   6.158654e-06   2.793586e-06
1.20813   1.548232e+00   4.942620e-04   7.981070e-05   5.452922e-02   5.715448e-06   2.655134e-06
1.22392   1.554031e+00   4.406250e-04   7.088420e-05   5.578102e-02   5.467627e-06   2.387472e-06
1.23960   1.723329e+00   3.716820e-04   5.391920e-05   7.530811e-02   5.075875e-06   2.238213e-06
1.25545   1.743435e+00   3.293900e-04   4.723290e-05   7.814185e-02   4.803099e-06   2.001839e-06
1.27117   1.724162e+00   2.923040e-04   4.238350e-05   8.149469e-02   4.578474e-06   1.890113e-06
1.28695   1.894398e+00   2.483260e-04   3.277110e-05   1.131591e-01   4.341235e-06   1.871823e-06
1.30269   1.960395e+00   2.141010e-04   2.730330e-05   1.274176e-01   4.181243e-06   1.692600e-06
1.31848   2.007875e+00   1.823560e-04   2.270510e-05   1.557650e-01   4.008112e-06   1.689219e-06
1.33422   1.653262e+00   1.617340e-04   2.445680e-05   1.181552e-01   3.964877e-06   1.641831e-06
1.34999   1.890885e+00   1.388530e-04   1.835820e-05   1.729315e-01   3.826039e-06   1.600938e-06
1.36580   2.106663e+00   1.181130e-04   1.401660e-05   2.473476e-01   3.731426e-06   1.585025e-06
1.38154   2.270459e+00   1.041160e-04   1.146420e-05   3.139489e-01   3.715973e-06   1.531502e-06
1.39729   1.945854e+00   9.270050e-05   1.191000e-05   2.826457e-01   3.708085e-06   1.663100e-06
1.41307   2.353605e+00   7.789510e-05   8.274020e-06   4.547185e-01   3.627933e-06   1.551404e-06
1.42885   2.382050e+00   7.434520e-05   7.802650e-06   4.854911e-01   3.808920e-06   1.539213e-06
1.34309   1.977112e+00   1.454150e-04   1.838730e-05   8.225507e-02   2.512001e-06   6.959170e-07
1.38232   2.113613e+00   1.057060e-04   1.250300e-05   9.969054e-02   1.989123e-06   5.407497e-07
1.42163   2.102620e+00   7.128630e-05   8.475890e-06   1.173399e-01   1.558162e-06   4.352192e-07
1.46094   2.226463e+00   5.553360e-05   6.235630e-06   1.417572e-01   1.344552e-06   3.671919e-07
1.50029   2.223638e+00   4.009380e-05   4.507680e-06   1.682791e-01   1.144177e-06   3.159455e-07
1.53959   2.146251e+00   2.985590e-05   3.477680e-06   1.855148e-01   1.010485e-06   2.765966e-07
1.57889   2.353514e+00   2.069530e-05   2.198340e-06   2.778219e-01   8.541654e-07   2.431254e-07
1.61811   2.500415e+00   1.628690e-05   1.628420e-06   3.452406e-01   7.712091e-07   2.112061e-07
1.65745   2.092832e+00   1.117840e-05   1.335320e-06   3.077516e-01   6.497210e-07   1.803697e-07
1.69670   2.341497e+00   8.618490e-06   9.201900e-07   4.418563e-01   5.823643e-07   1.621320e-07
1.73593   2.764539e+00   6.845850e-06   6.190770e-07   6.661467e-01   5.235282e-07   1.414616e-07
1.77507   1.557334e+00   4.721700e-06   7.579780e-07   2.939444e-01   4.422363e-07   1.242106e-07
1.81438   1.898071e+00   4.066890e-06   5.356610e-07   4.421934e-01   4.194672e-07   1.118964e-07
1.85363   2.313396e+00   3.148440e-06   3.402400e-07   7.433367e-01   3.736537e-07   1.015950e-07
1.93206   2.550611e+00   1.873750e-06   1.836570e-07   1.257001e+00   2.962661e-07   8.572576e-08
